Starlink_7.UTCGregorian    Starlink_7.EarthMJ2000Eq.X   Starlink_7.EarthMJ2000Eq.Y   Starlink_7.EarthMJ2000Eq.Z   
01 Jan 2024 11:59:28.000   6344.578366289301            2018.093173903118            -1890.467216182106           
01 Jan 2024 12:00:28.000   6336.953751420744            2314.379091879015            -1544.889905740549           
01 Jan 2024 12:01:57.255   6274.865916561582            2736.206959841723            -1018.858943514647           
01 Jan 2024 12:03:30.632   6145.565216708273            3149.38911802801             -458.138657633184            
01 Jan 2024 12:05:04.463   5950.703310295866            3531.293762306667            110.1472024397049            
01 Jan 2024 12:06:38.337   5692.668889154719            3875.942469346813            677.5249935865633            
01 Jan 2024 12:08:12.213   5374.262008774889            4179.497090875387            1237.708224061553            
01 Jan 2024 12:09:46.094   4998.841635797788            4438.742649844508            1784.756302598502            
01 Jan 2024 12:11:19.980   4570.377608279677            4650.926186607076            2312.855173300782            
01 Jan 2024 12:12:53.869   4093.424669147096            4813.787694257011            2816.37044988421             
01 Jan 2024 12:14:27.759   3573.055289775085            4925.599136652817            3289.937158352379            
01 Jan 2024 12:16:01.655   3014.757535062839            4985.183228966348            3728.5493555805              
01 Jan 2024 12:17:35.562   2424.427265790545            4991.904998849547            4127.555871893988            
01 Jan 2024 12:19:09.483   1808.291310088091            4945.681472632704            4482.72263611891             
01 Jan 2024 12:20:43.421   1172.860290529861            4846.983294242388            4790.266035776523            
01 Jan 2024 12:22:17.380   524.8407263002072            4696.828458599869            5046.904164998858            
01 Jan 2024 12:23:51.365   -128.9293863567368           4496.769517565572            5249.884966314557            
01 Jan 2024 12:25:25.373   -781.4943376638033           4248.899142554609            5397.001903723034            
01 Jan 2024 12:26:59.394   -1425.839534224347           3955.853946109581            5486.637477859515            
01 Jan 2024 12:28:33.401   -2054.945954256231           3620.823885943554            5517.810243360393            
01 Jan 2024 12:30:07.382   -2662.05242838151            3247.43492753522             5490.213587750851            
01 Jan 2024 12:31:41.333   -3240.708409652577           2839.690980250271            5404.183847563376            
01 Jan 2024 12:33:15.253   -3784.787609488487           2401.947876045704            5260.679352416482            
01 Jan 2024 12:34:49.140   -4288.526972173948           1938.884481387437            5061.272932824684            
01 Jan 2024 12:36:22.992   -4746.608611277725           1455.436395562232            4808.129783710407            
01 Jan 2024 12:37:56.808   -5154.212366482371           956.741493452139             4503.97946335332             
01 Jan 2024 12:39:30.591   -5507.05902339034            448.0894228911461            4152.086228507842            
01 Jan 2024 12:41:04.346   -5801.463809445439           -65.15490862224277           3756.196200266435            
01 Jan 2024 12:42:38.076   -6034.347619411512           -577.5747444126501           3320.517641291905            
01 Jan 2024 12:44:11.789   -6203.281408460359           -1083.78497694615            2849.65399954414             
01 Jan 2024 12:45:45.491   -6306.494931097835           -1578.45955099965            2348.57789464818             
01 Jan 2024 12:47:19.185   -6342.899464628241           -2056.371082314128           1822.600275496191            
01 Jan 2024 12:48:52.871   -6312.113670591646           -2512.457192901323           1277.310875136971            
01 Jan 2024 12:50:26.554   -6214.465106693001           -2941.916761423203           718.4681068865115            
01 Jan 2024 12:52:00.244   -6050.972529756765           -3340.237292809508           151.9555275080678            
01 Jan 2024 12:53:33.946   -5823.339419083462           -3703.218960470135           -416.250457791699            
01 Jan 2024 12:55:07.662   -5533.961014191525           -4027.004636659457           -980.1108648578565           
01 Jan 2024 12:56:41.396   -5185.868234267526           -4308.17269768035            -1533.66836449154            
01 Jan 2024 12:58:15.154   -4782.70910200027            -4543.742292984186           -2071.065971553631           
01 Jan 2024 12:59:48.943   -4328.710088763136           -4731.207087633617           -2586.611764626923           
01 Jan 2024 13:01:22.765   -3828.63560475536            -4868.560774355024           -3074.835343279017           
01 Jan 2024 13:02:56.624   -3287.747749600846           -4954.318555998787           -3530.539459872874           
01 Jan 2024 13:04:30.518   -2711.768644278572           -4987.537484388292           -3948.848616934638           
01 Jan 2024 13:06:04.450   -2106.782399989615           -4967.834105817593           -4325.294371267316           
01 Jan 2024 13:07:38.416   -1479.207862248096           -4895.387102866552           -4655.836626452653           
01 Jan 2024 13:09:12.413   -835.7214951185783           -4770.94171271704            -4936.919842716189           
01 Jan 2024 13:10:46.426   -183.2505586150896           -4595.825396766756           -5165.495815604008           
01 Jan 2024 13:12:20.445   471.2016121496984            -4371.923202647484           -5339.110728602858           
01 Jan 2024 13:13:54.447   1120.546377989213            -4101.687406389617           -5455.910328868984           
01 Jan 2024 13:15:28.425   1757.845823284385            -3788.052135120411           -5514.69730947634            
01 Jan 2024 13:17:02.380   2376.380050240335            -3434.372983271436           -5514.906129725147           
01 Jan 2024 13:18:36.321   2969.661303486185            -3044.397519983724           -5456.578341078313           
01 Jan 2024 13:20:10.243   3531.408688094181            -2622.285791042963           -5340.36954497818            
01 Jan 2024 13:21:44.147   4055.701385380753            -2172.517490045682           -5167.543382304122           
01 Jan 2024 13:23:18.041   4537.045873831806            -1699.826310227751           -4939.94009397408            
01 Jan 2024 13:24:51.928   4970.377294547888            -1209.193016012353           -4659.969326944763           
01 Jan 2024 13:26:25.816   5351.137863982211            -705.768663601051            -4330.573182266619           
01 Jan 2024 13:27:59.702   5675.277254711828            -194.8872261623034           -3955.240861829797           
01 Jan 2024 13:29:33.580   5939.335807758638            318.0145357690968            -3537.970950325839           
01 Jan 2024 13:31:07.456   6140.521032306881            827.5318642019638            -3083.16621232751            
01 Jan 2024 13:32:41.337   6276.698052642939            1328.318070107106            -2595.596992737583           
01 Jan 2024 13:34:15.232   6346.393283554381            1815.104476737475            -2080.380378705918           
01 Jan 2024 13:35:49.125   6348.822897479906            2282.638444846261            -1543.070089593895           
01 Jan 2024 13:37:23.016   6283.94663240236             2725.966839604646            -989.3648318043779           
01 Jan 2024 13:38:56.912   6152.429048996427            3140.408699985916            -425.1139531002501           
