Starlink_6.UTCGregorian    Starlink_6.EarthMJ2000Eq.X   Starlink_6.EarthMJ2000Eq.Y   Starlink_6.EarthMJ2000Eq.Z   
01 Jan 2024 11:59:28.000   1611.83658964353             4731.645857278148            4786.831027891929            
01 Jan 2024 12:00:28.000   1193.360522720858            4678.984744495456            4958.161167708447            
01 Jan 2024 12:01:57.255   561.8586806612942            4563.361865178114            5173.114072119792            
01 Jan 2024 12:03:30.632   -104.4511261665577           4395.791917175862            5344.959435001295            
01 Jan 2024 12:05:04.463   -772.8850924071055           4181.162312831373            5461.245111541794            
01 Jan 2024 12:06:38.337   -1433.473983514373           3922.315620807515            5519.801347220965            
01 Jan 2024 12:08:12.213   -2078.948830239585           3622.074395710582            5519.951281447291            
01 Jan 2024 12:09:46.094   -2702.519124433611           3283.597640251478            5461.694002813914            
01 Jan 2024 12:11:19.980   -3297.608541357504           2910.448763617665            5345.638187015538            
01 Jan 2024 12:12:53.869   -3857.913305168447           2506.572069148781            5173.006458917063            
01 Jan 2024 12:14:27.759   -4377.501338098559           2076.235636962544            4945.622082385124            
01 Jan 2024 12:16:01.655   -4850.908584585458           1623.949744896443            4665.864535433406            
01 Jan 2024 12:17:35.562   -5273.13246316991            1154.464239673237            4336.662539133531            
01 Jan 2024 12:19:09.483   -5639.699797592902           672.7079472700232            3961.45895636874             
01 Jan 2024 12:20:43.421   -5946.703621810826           183.7523535743697            3544.187463334138            
01 Jan 2024 12:22:17.380   -6190.858131140046           -307.2564352107628           3089.22112947529             
01 Jan 2024 12:23:51.365   -6369.528498478787           -795.1467574800317           2601.329752266192            
01 Jan 2024 12:25:25.373   -6480.750897102619           -1274.733724612384           2085.675951881601            
01 Jan 2024 12:26:59.394   -6523.281397162363           -1740.867550989721           1547.784016501749            
01 Jan 2024 12:28:33.401   -6496.6490675552             -2188.479620116805           993.5137843155728            
01 Jan 2024 12:30:07.382   -6401.177135711169           -2612.774099695102           428.8412258641076            
01 Jan 2024 12:31:41.333   -6237.939217570214           -3009.262401752944           -140.2079361365157           
01 Jan 2024 12:33:15.253   -6008.731847062246           -3373.771225835098           -707.5836459068992           
01 Jan 2024 12:34:49.140   -5716.059831777276           -3702.469763597687           -1267.252848782363           
01 Jan 2024 12:36:22.992   -5363.098783982987           -3991.924607023996           -1813.286965215414           
01 Jan 2024 12:37:56.808   -4953.653082491585           -4239.132452013493           -2339.92514690111            
01 Jan 2024 12:39:30.591   -4492.112591341181           -4441.545271237369           -2841.629134952151           
01 Jan 2024 12:41:04.346   -3983.38045791891            -4597.099022391271           -3313.158507164007           
01 Jan 2024 12:42:38.076   -3432.84573803919            -4704.216394828559           -3749.589575304068           
01 Jan 2024 12:44:11.789   -2846.296290007022           -4761.826402388892           -4146.387910001465           
01 Jan 2024 12:45:45.491   -2229.885819791083           -4769.364122282409           -4499.426672488524           
01 Jan 2024 12:47:19.185   -1590.094833855653           -4726.779781590298           -4805.019598153967           
01 Jan 2024 12:48:52.871   -933.6578176391121           -4634.546726188269           -5059.971453199085           
01 Jan 2024 12:50:26.554   -267.4329086984844           -4493.646397147862           -5261.6327990408             
01 Jan 2024 12:52:00.244   401.6450149506576            -4305.549292855712           -5407.903332262425           
01 Jan 2024 12:53:33.946   1066.598038323108            -4072.206213235422           -5497.240233686057           
01 Jan 2024 12:55:07.662   1720.437344372929            -3796.050246814018           -5528.678583002434           
01 Jan 2024 12:56:41.396   2356.326991419181            -3479.940653038643           -5501.855049553715           
01 Jan 2024 12:58:15.154   2967.599937451331            -3127.150133998197           -5417.001485658613           
01 Jan 2024 12:59:48.943   3547.828543578966            -2741.332660553581           -5274.945411672362           
01 Jan 2024 13:01:22.765   4090.885998067337            -2326.491413981259           -5077.1055420895             
01 Jan 2024 13:02:56.624   4591.003239410375            -1886.947600674041           -4825.485822018271           
01 Jan 2024 13:04:30.518   5042.823876579848            -1427.311257851675           -4522.670716130878           
