Starlink_orbit2_8.UTCGregorian   Starlink_orbit2_8.EarthMJ2000Eq.X   Starlink_orbit2_8.EarthMJ2000Eq.Y   Starlink_orbit2_8.EarthMJ2000Eq.Z   
01 Jan 2024 11:59:28.000         -2985.144680435089                  -5834.496191343535                  2224.366523320271                   
01 Jan 2024 12:00:28.000         -2894.489133015107                  -6018.118163754384                  1817.753163330513                   
01 Jan 2024 12:01:57.255         -2736.568826631283                  -6242.836197915241                  1198.815945070174                   
01 Jan 2024 12:03:30.632         -2543.315147637261                  -6413.875178021931                  539.0633631773097                   
01 Jan 2024 12:05:04.463         -2322.254135042612                  -6517.97298061212                   -129.5909134168869                  
01 Jan 2024 12:06:38.337         -2076.473826807392                  -6553.026137438276                  -797.1769781125167                  
01 Jan 2024 12:08:12.213         -1808.670823536741                  -6518.5944768728                    -1456.298824801748                  
01 Jan 2024 12:09:46.094         -1521.675206525439                  -6415.038409350242                  -2099.968626251219                  
01 Jan 2024 12:11:19.980         -1218.526363111667                  -6243.452829017015                  -2721.349208943647                  
01 Jan 2024 12:12:53.869         -902.4489419016179                  -6005.667561944992                  -3313.816957440945                  
01 Jan 2024 12:14:27.759         -576.8032876813415                  -5704.22330587618                   -3871.067562525438                  
01 Jan 2024 12:16:01.655         -245.0221629468745                  -5342.309549561605                  -4387.221389021513                  
01 Jan 2024 12:17:35.562         89.39137318416195                   -4923.752712252179                  -4856.818150604911                  
01 Jan 2024 12:19:09.483         422.9101366015552                   -4452.966457715359                  -5274.88972138671                   
01 Jan 2024 12:20:43.421         752.0098224145959                   -3934.918222251786                  -5636.998685348089                  
01 Jan 2024 12:22:17.380         1073.216532306698                   -3375.061707652257                  -5939.297810878994                  
01 Jan 2024 12:23:51.365         1383.139071655694                   -2779.282228557017                  -6178.562252730476                  
01 Jan 2024 12:25:25.373         1678.477968395574                   -2153.890265787836                  -6352.207004559436                  
01 Jan 2024 12:26:59.394         1956.059277616887                   -1505.581874126372                  -6458.337122196848                  
01 Jan 2024 12:28:33.401         2212.867478460893                   -841.4060405058455                  -6495.80211393574                   
01 Jan 2024 12:30:07.382         2446.158504382952                   -168.5026369284818                  -6464.241072081519                  
01 Jan 2024 12:31:41.333         2653.472073244139                   505.9716026581906                   -6364.044758447791                  
01 Jan 2024 12:33:15.253         2832.631351821421                   1174.86851412102                    -6196.330720194986                  
01 Jan 2024 12:34:49.140         2981.756130753256                   1831.093829861292                   -5962.934516135751                  
01 Jan 2024 12:36:22.992         3099.28942900666                    2467.707140811304                   -5666.384082468544                  
01 Jan 2024 12:37:56.808         3184.011133672906                   3077.99335326498                    -5309.867424124101                  
