Starlink_50.UTCGregorian   Starlink_50.EarthMJ2000Eq.X   Starlink_50.EarthMJ2000Eq.Y   Starlink_50.EarthMJ2000Eq.Z   
01 Jan 2024 11:59:28.000   -2924.940909956915            -6272.556231175637            0.0001164803256914766         
01 Jan 2024 12:00:28.000   -2670.427695759803            -6374.69381833147             363.3874274342383             
01 Jan 2024 12:01:57.255   -2270.754597001634            -6475.426186712667            900.5623824017659             
01 Jan 2024 12:03:30.632   -1829.395383134758            -6514.380616874767            1453.200460009837             
01 Jan 2024 12:05:04.463   -1366.575858048079            -6484.707922088041            1993.118593821494             
01 Jan 2024 12:06:38.337   -889.0620628215431            -6386.314525833855            2512.111768798279             
01 Jan 2024 12:08:12.213   -402.1180115100082            -6220.248244783624            3004.422831881526             
01 Jan 2024 12:09:46.094   89.11170654829078             -5988.268763714797            3464.839024430774             
01 Jan 2024 12:11:19.980   579.4280419471144             -5692.832918035147            3888.474909389863             
01 Jan 2024 12:12:53.869   1063.621535239417             -5337.082993583487            4270.819059742679             
01 Jan 2024 12:14:27.759   1536.553028728703             -4924.802556894917            4607.80656496299              
01 Jan 2024 12:16:01.655   1993.242796320322             -4460.334863226716            4895.880583005335             
01 Jan 2024 12:17:35.562   2428.868157472431             -3948.573843546045            5131.98459638558              
01 Jan 2024 12:19:09.483   2838.826739502186             -3394.901900352422            5313.603685817169             
01 Jan 2024 12:20:43.421   3218.771579136368             -2805.150764571555            5438.784869446489             
01 Jan 2024 12:22:17.380   3564.669532059722             -2185.524051721402            5506.163895246527             
01 Jan 2024 12:23:51.365   3872.837395964938             -1542.537820679321            5514.975316286101             
01 Jan 2024 12:25:25.373   4139.956857605151             -883.0118421944159            5465.065603632543             
01 Jan 2024 12:26:59.394   4363.121099990207             -214.0207235973608            5356.921725484945             
01 Jan 2024 12:28:33.401   4539.883184687907             457.1494347201274             5191.704940527816             
01 Jan 2024 12:30:07.382   4668.349539661123             1123.272411803071             4971.210425407371             
01 Jan 2024 12:31:41.333   4747.170722362212             1777.249385267159             4697.81803096671              
01 Jan 2024 12:33:15.253   4775.53062385107              2412.130975474939             4374.466741133775             
01 Jan 2024 12:34:49.140   4753.151673122747             3021.162764836686             4004.635137268053             
01 Jan 2024 12:36:22.992   4680.299744403739             3597.882274633719             3592.292501396398             
01 Jan 2024 12:37:56.808   4557.777388899101             4136.186168609885             3141.852609869407             
01 Jan 2024 12:39:30.591   4386.913305771294             4630.387923628056             2658.128346299408             
01 Jan 2024 12:41:04.346   4169.537092304716             5075.29392827664              2146.258215423954             
