Starlink_3.UTCGregorian    Starlink_3.EarthMJ2000Eq.X   Starlink_3.EarthMJ2000Eq.Y   Starlink_3.EarthMJ2000Eq.Z   
01 Jan 2024 11:59:28.000   4756.336669734108            3557.286755527346            3552.91618576801             
01 Jan 2024 12:00:28.000   4421.593664439674            3705.388539558647            3823.583600452999            
01 Jan 2024 12:01:57.255   3888.720930932317            3895.88715739895             4195.21786385963             
01 Jan 2024 12:03:30.632   3291.534482009339            4055.295889171705            4540.916950771531            
01 Jan 2024 12:05:04.463   2656.785232428966            4172.757233587497            4840.32067112111             
01 Jan 2024 12:06:38.337   1993.677656423646            4246.19691830842             5088.593341147495            
01 Jan 2024 12:08:12.213   1309.49977846965             4274.789573390353            5282.975510256642            
01 Jan 2024 12:09:46.094   611.4586305493654            4258.241930597696            5421.42462205122             
01 Jan 2024 12:11:19.980   -93.08219870617957           4196.730233004599            5502.478669504856            
01 Jan 2024 12:12:53.869   -796.6617445011946           4090.905397977366            5525.276597468715            
01 Jan 2024 12:14:27.759   -1491.834913623676           3941.886707507558            5489.57605130462             
01 Jan 2024 12:16:01.655   -2171.302136761507           3751.232010319237            5395.744094925411            
01 Jan 2024 12:17:35.562   -2827.905907946402           3520.931923260675            5244.748795050356            
01 Jan 2024 12:19:09.483   -3454.723955975501           3253.386294212791            5038.14971131605             
01 Jan 2024 12:20:43.421   -4045.121874098641           2951.388453172319            4778.089257597864            
01 Jan 2024 12:22:17.380   -4592.842870460563           2618.089270266316            4467.266104938391            
01 Jan 2024 12:23:51.365   -5092.065479538617           2256.966940070453            4108.908708315204            
01 Jan 2024 12:25:25.373   -5537.426543831372           1871.825821256266            3706.778882785485            
01 Jan 2024 12:26:59.394   -5924.092458198887           1466.776066632631            3265.161252574676            
01 Jan 2024 12:28:33.401   -6247.832097008361           1046.2173043162              2788.858339943179            
01 Jan 2024 12:30:07.382   -6505.179085669711           614.6745952663274            2283.012728098142            
01 Jan 2024 12:31:41.333   -6693.428474847566           176.7471071892996            1753.038834093414            
01 Jan 2024 12:33:15.253   -6810.625043943804           -262.9117074787207           1204.593985334639            
01 Jan 2024 12:34:49.140   -6855.575593849684           -699.6256642597414           643.5396134775584            
01 Jan 2024 12:36:22.992   -6827.866497897214           -1128.763649471613           75.85620922357479            
01 Jan 2024 12:37:56.808   -6727.861046356832           -1545.789630069208           -492.4230607234492           
01 Jan 2024 12:39:30.591   -6556.690009552949           -1946.306674228462           -1055.272448855874           
01 Jan 2024 12:41:04.346   -6316.224179755366           -2326.117975515134           -1606.760060251552           
